1.png	2:83,202:133;12:343,212:393;648:316,848:366;4:485,204:535
3939.png	23:253,223:303;7:157,207:207;24:420,224:470;27:323,227:373
3941.png	54:378,254:428;254:458,454:508;497:172,697:222;477:329,677:379
3942.png	633:223,833:273;311:359,511:409;504:71,704:121;593:275,793:325
3943.png	235:431,435:481;591:329,791:379;490:116,690:166;278:326,478:376
3944.png	383:431,583:481;351:338,551:388;150:418,350:468;630:270,830:320
3945.png	539:59,739:109;453:449,653:499;594:346,794:396;353:317,553:367
3946.png	347:57,547:107;77:39,277:89;505:129,705:179;268:332,468:382
3947.png	153:334,353:384;55:394,255:444;588:273,788:323;517:154,717:204
3948.png	642:170,842:220;338:441,538:491;38:331,238:381;640:289,840:339
3949.png	286:41,486:91;402:338,602:388;611:186,811:236;101:327,301:377
3951.png	56:46,256:96;619:169,819:219;646:111,846:161;18:247,218:297;20:105,220:155;71:451,271:501;602:388,802:438
3952.png	26:142,226:192;641:286,841:336;2:48,202:98;511:0,711:50;594:132,794:182;76:195,276:245;6:468,206:518
3953.png	27:404,227:454;533:5,733:55;647:73,847:123;52:58,252:108;640:477,840:527;72:277,272:327;603:180,803:230
3954.png	590:146,790:196;78:124,278:174;623:257,823:307;629:323,829:373;71:285,271:335;75:194,275:244;634:431,834:481
3955.png	574:191,774:241;349:2,549:52;584:448,784:498;24:384,224:434;595:373,795:423;145:5,345:55;14:462,214:512
3956.png	608:408,808:458;135:8,335:58;617:319,817:369;420:8,620:58;11:230,211:280;9:390,209:440;576:165,776:215
3957.png	12:342,212:392;616:357,816:407;584:462,784:512;22:30,222:80;321:1,521:51;624:193,824:243;53:121,253:171
3958.png	48:430,248:480;589:208,789:258;625:150,825:200;38:166,238:216;591:278,791:328;53:223,253:273;625:334,825:384
3959.png	26:356,226:406;648:317,848:367;625:179,825:229;49:462,249:512;635:95,835:145;18:211,218:261;24:46,224:96
3961.png	3:241,203:291;590:377,790:427;6:295,206:345
3962.png	94:399,294:449;611:381,811:431;597:473,797:523
3963.png	77:234,277:284;586:247,786:297;66:304,266:354
3964.png	75:413,275:463;606:217,806:267;81:280,281:330
3965.png	559:341,759:391;29:216,229:266;589:232,789:282
3966.png	96:305,296:355;81:381,281:431;21:206,221:256
3967.png	3:354,203:404;7:274,207:324;649:337,849:387
3968.png	34:292,234:342;21:478,221:528;5:220,205:270
3969.png	48:245,248:295;597:485,797:535;649:372,849:422
3971.png	88:425,288:475;62:67,262:117;557:232,757:282;17:286,217:336;618:61,818:111
3972.png	579:124,779:174;43:6,243:56;98:144,298:194;106:472,306:522;633:201,833:251
3973.png	105:184,305:234;573:475,773:525;600:255,800:305;35:244,235:294;16:413,216:463
3974.png	599:117,799:167;107:78,307:128;597:242,797:292;587:179,787:229;101:214,301:264
3975.png	628:72,828:122;592:437,792:487;51:417,251:467;641:252,841:302;56:223,256:273
3976.png	546:162,746:212;73:458,273:508;601:309,801:359;81:197,281:247;41:130,241:180
3977.png	565:239,765:289;94:230,294:280;17:412,217:462;61:476,261:526;597:17,797:67
3978.png	98:414,298:464;648:474,848:524;610:418,810:468;643:110,843:160;17:149,217:199
3979.png	54:79,254:129;81:159,281:209;10:321,210:371;78:217,278:267;556:398,756:448
3981.png	350:479,550:529;408:250,608:300;200:398,400:448;527:384,727:434;472:323,672:373;567:447,767:497
3982.png	50:343,250:393;384:305,584:355;565:399,765:449;235:240,435:290;68:395,268:445;473:217,673:267
3983.png	640:265,840:315;481:459,681:509;131:287,331:337;554:398,754:448;0:382,200:432;28:476,228:526
3984.png	309:401,509:451;525:309,725:359;637:403,837:453;604:473,804:523;200:261,400:311;318:474,518:524
3985.png	10:315,210:365;325:354,525:404;569:297,769:347;291:255,491:305;630:357,830:407;23:254,223:304
3986.png	584:416,784:466;12:244,212:294;46:342,246:392;641:488,841:538;319:293,519:343;321:448,521:498
3987.png	471:298,671:348;125:419,325:469;161:359,361:409;341:231,541:281;348:430,548:480;627:222,827:272
3988.png	180:348,380:398;16:420,216:470;623:287,823:337;540:454,740:504;381:322,581:372;635:369,835:419
3989.png	162:418,362:468;639:405,839:455;120:342,320:392;566:339,766:389;333:253,533:303;518:468,718:518
3991.png	640:347,840:397;639:482,839:532;17:406,217:456;8:185,208:235
3992.png	645:305,845:355;0:383,200:433;633:100,833:150;4:332,204:382
3993.png	645:405,845:455;644:29,844:79;19:111,219:161;18:355,218:405
3994.png	622:270,822:320;626:440,826:490;632:359,832:409;26:410,226:460
3995.png	12:312,212:362;25:22,225:72;14:464,214:514;27:73,227:123
3996.png	631:255,831:305;3:15,203:65;645:8,845:58;18:376,218:426
3997.png	631:295,831:345;13:52,213:102;628:354,828:404;626:159,826:209
3998.png	7:150,207:200;633:379,833:429;15:485,215:535;625:458,825:508
3999.png	20:263,220:313;639:169,839:219;14:319,214:369;2:406,202:456
4001.png	646:190,846:240;3:274,203:324;635:127,835:177;649:25,849:75;641:416,841:466
4002.png	644:251,844:301;5:248,205:298;2:472,202:522;645:194,845:244;5:187,205:237
4003.png	648:85,848:135;643:261,843:311;0:377,200:427;644:334,844:384;5:83,205:133
4004.png	641:193,841:243;1:143,201:193;642:289,842:339;638:134,838:184;640:481,840:531
4005.png	5:380,205:430;5:188,205:238;635:335,835:385;649:471,849:521;638:14,838:64
4006.png	637:229,837:279;646:435,846:485;1:217,201:267;645:335,845:385;4:132,204:182
4007.png	2:464,202:514;5:34,205:84;5:297,205:347;649:424,849:474;646:162,846:212
4008.png	3:477,203:527;0:417,200:467;4:52,204:102;647:311,847:361;642:124,842:174
4009.png	643:365,843:415;642:6,842:56;645:66,845:116;645:257,845:307;644:155,844:205
4011.png	15:84,215:134;647:39,847:89;629:270,829:320
4012.png	0:72,200:122;640:46,840:96;632:280,832:330
4013.png	637:146,837:196;647:269,847:319;630:441,830:491
4014.png	646:167,846:217;637:270,837:320;648:341,848:391
4015.png	629:241,829:291;10:79,210:129;648:137,848:187
4016.png	636:368,836:418;626:176,826:226;645:76,845:126
4017.png	628:133,828:183;4:278,204:328;630:47,830:97
4018.png	642:486,842:536;13:205,213:255;639:161,839:211
4019.png	0:276,200:326;12:485,212:535;633:126,833:176
4021.png	137:86,337:136;47:10,247:60;41:303,241:353;25:161,225:211
4022.png	88:114,288:164;55:425,255:475;68:372,268:422;18:58,218:108
4023.png	80:40,280:90;94:357,294:407;36:417,236:467;133:168,333:218
4024.png	43:68,243:118;49:454,249:504;40:332,240:382;7:153,207:203
4025.png	101:100,301:150;84:285,284:335;12:162,212:212;121:462,321:512
4026.png	29:95,229:145;109:256,309:306;137:404,337:454;89:456,289:506
4027.png	62:86,262:136;134:439,334:489;90:292,290:342;56:166,256:216
4028.png	94:24,294:74;31:400,231:450;61:304,261:354;125:217,325:267
4029.png	39:115,239:165;59:27,259:77;11:172,211:222;84:378,284:428
4031.png	310:90,510:140;587:91,787:141;6:92,206:142
4032.png	642:52,842:102;124:90,324:140;331:89,531:139
4033.png	348:89,548:139;9:34,209:84;569:92,769:142
4034.png	448:91,648:141;146:93,346:143;9:15,209:65
4035.png	213:91,413:141;543:91,743:141;5:82,205:132
4036.png	479:88,679:138;215:88,415:138;1:81,201:131
4037.png	0:59,200:109;641:20,841:70;449:89,649:139
4038.png	384:89,584:139;589:89,789:139;646:31,846:81
4039.png	618:90,818:140;220:91,420:141;1:80,201:130
4041.png	329:439,529:489;629:392,829:442;602:1,802:51;192:48,392:98;600:168,800:218;46:179,246:229;53:401,253:451
4042.png	457:24,657:74;5:276,205:326;125:475,325:525;421:410,621:460;75:417,275:467;194:11,394:61;63:366,263:416
4043.png	63:471,263:521;126:19,326:69;45:220,245:270;547:50,747:100;322:477,522:527;588:396,788:446;73:342,273:392
4044.png	612:353,812:403;474:417,674:467;60:336,260:386;449:479,649:529;68:99,268:149;200:469,400:519;216:406,416:456
4045.png	348:16,548:66;7:323,207:373;158:435,358:485;616:40,816:90;419:437,619:487;632:128,832:178;613:188,813:238
4046.png	507:41,707:91;204:399,404:449;31:192,231:242;559:479,759:529;627:322,827:372;501:400,701:450;18:34,218:84
4047.png	60:293,260:343;565:48,765:98;30:92,230:142;557:452,757:502;133:395,333:445;52:240,252:290;646:178,846:228
4048.png	564:453,764:503;68:338,268:388;581:62,781:112;282:30,482:80;183:479,383:529;647:350,847:400;233:424,433:474
4049.png	110:32,310:82;321:23,521:73;242:410,442:460;616:487,816:537;59:219,259:269;75:166,275:216;23:448,223:498
4051.png	330:406,530:456;2:250,202:300;512:488,712:538;611:19,811:69;627:191,827:241;578:285,778:335
4052.png	340:20,540:70;4:107,204:157;590:20,790:70;174:483,374:533;621:378,821:428;596:487,796:537
4053.png	20:383,220:433;564:285,764:335;219:18,419:68;455:5,655:55;589:384,789:434;17:209,217:259
4054.png	99:417,299:467;564:345,764:395;224:34,424:84;581:414,781:464;452:471,652:521;19:284,219:334
4055.png	400:367,600:417;146:38,346:88;631:136,831:186;269:438,469:488;40:153,240:203;569:424,769:474
4056.png	90:432,290:482;564:339,764:389;599:414,799:464;623:122,823:172;15:130,215:180;308:421,508:471
4057.png	4:447,204:497;641:306,841:356;241:455,441:505;106:367,306:417;446:34,646:84;53:297,253:347
4058.png	566:38,766:88;4:220,204:270;491:366,691:416;18:453,218:503;140:30,340:80;232:423,432:473
4059.png	399:447,599:497;568:140,768:190;10:385,210:435;309:387,509:437;589:85,789:135;17:69,217:119
4061.png	32:215,232:265;187:49,387:99;217:108,417:158;200:278,400:328
4062.png	90:309,290:359;137:237,337:287;56:91,256:141;182:370,382:420
4063.png	163:266,363:316;210:199,410:249;86:439,286:489;118:65,318:115
4064.png	124:256,324:306;152:482,352:532;144:367,344:417;62:50,262:100
4065.png	9:153,209:203;152:226,352:276;88:310,288:360;46:445,246:495
4066.png	119:422,319:472;132:301,332:351;161:113,361:163;59:17,259:67
4067.png	124:102,324:152;161:373,361:423;156:221,356:271;87:424,287:474
4068.png	17:250,217:300;160:82,360:132;66:354,266:404;119:456,319:506
4069.png	207:338,407:388;212:12,412:62;36:152,236:202;2:434,202:484
4071.png	645:467,845:517;507:22,707:72;0:489,200:539
4072.png	223:476,423:526;552:44,752:94;217:25,417:75
4073.png	491:464,691:514;208:52,408:102;601:31,801:81
4074.png	0:484,200:534;542:49,742:99;315:22,515:72
4075.png	498:15,698:65;257:1,457:51;225:53,425:103
4076.png	450:31,650:81;616:471,816:521;207:479,407:529
4077.png	564:36,764:86;463:486,663:536;41:470,241:520
4078.png	254:38,454:88;633:54,833:104;121:481,321:531
4079.png	268:32,468:82;347:461,547:511;632:473,832:523
4081.png	647:213,847:263;641:94,841:144;7:239,207:289;14:476,214:526;635:471,835:521
4082.png	648:55,848:105;2:198,202:248;10:342,210:392;641:213,841:263;12:1,212:51
4083.png	2:116,202:166;636:382,836:432;1:271,201:321;641:70,841:120;645:433,845:483
4084.png	649:75,849:125;643:281,843:331;649:405,849:455;2:348,202:398;633:197,833:247
4085.png	639:488,839:538;633:242,833:292;5:245,205:295;1:399,201:449;634:90,834:140
4086.png	633:328,833:378;644:26,844:76;648:114,848:164;1:464,201:514;15:34,215:84
4087.png	16:147,216:197;640:167,840:217;639:297,839:347;641:239,841:289;5:214,205:264
4088.png	640:471,840:521;16:331,216:381;649:268,849:318;12:98,212:148;641:135,841:185
4089.png	0:130,200:180;645:433,845:483;16:349,216:399;11:67,211:117;13:11,213:61
4091.png	69:84,269:134;8:391,208:441;99:164,299:214;552:213,752:263;88:461,288:511;77:7,277:57;103:295,303:345
4092.png	590:47,790:97;39:389,239:439;14:86,214:136;27:171,227:221;603:360,803:410;545:153,745:203;24:471,224:521
4093.png	592:272,792:322;596:407,796:457;552:189,752:239;64:377,264:427;585:13,785:63;601:64,801:114;67:232,267:282
4094.png	42:136,242:186;570:383,770:433;78:232,278:282;590:464,790:514;90:328,290:378;634:120,834:170;599:332,799:382
4095.png	94:247,294:297;584:181,784:231;636:489,836:539;625:71,825:121;572:304,772:354;90:70,290:120;50:465,250:515
4096.png	42:452,242:502;26:390,226:440;644:128,844:178;638:451,838:501;602:41,802:91;1:98,201:148;33:328,233:378
4097.png	29:333,229:383;21:205,221:255;603:322,803:372;86:413,286:463;565:174,765:224;627:82,827:132;9:262,209:312
4098.png	539:69,739:119;18:394,218:444;548:194,748:244;625:397,825:447;80:239,280:289;9:474,209:524;561:308,761:358
4099.png	110:417,310:467;42:264,242:314;574:477,774:527;591:282,791:332;620:157,820:207;596:48,796:98;553:212,753:262
4101.png	36:483,236:533;585:84,785:134;446:431,646:481;603:228,803:278;196:432,396:482
4102.png	589:10,789:60;404:444,604:494;161:408,361:458;9:268,209:318;61:488,261:538
4103.png	24:1,224:51;363:439,563:489;78:422,278:472;636:413,836:463;16:194,216:244
4104.png	268:440,468:490;11:450,211:500;35:180,235:230;613:181,813:231;33:279,233:329
4105.png	351:441,551:491;10:473,210:523;16:49,216:99;610:65,810:115;92:278,292:328
4106.png	133:425,333:475;8:61,208:111;649:258,849:308;28:167,228:217;369:419,569:469
4107.png	212:462,412:512;620:166,820:216;48:206,248:256;613:115,813:165;515:458,715:508
4108.png	32:267,232:317;3:212,203:262;74:461,274:511;607:224,807:274;415:475,615:525
4109.png	27:179,227:229;102:402,302:452;594:9,794:59;21:4,221:54;609:176,809:226
4111.png	622:105,822:155;14:408,214:458;596:298,796:348;7:479,207:529;597:443,797:493;7:37,207:87
4112.png	48:484,248:534;42:388,242:438;638:443,838:493;647:135,847:185;635:7,835:57;53:260,253:310
4113.png	605:344,805:394;27:317,227:367;646:242,846:292;617:74,817:124;2:193,202:243;645:16,845:66
4114.png	630:223,830:273;30:144,230:194;622:282,822:332;28:422,228:472;31:312,231:362;57:210,257:260
4115.png	52:355,252:405;633:249,833:299;54:37,254:87;603:322,803:372;635:48,835:98;649:155,849:205
4116.png	633:320,833:370;32:176,232:226;23:355,223:405;600:411,800:461;606:235,806:285;16:280,216:330
4117.png	636:265,836:315;597:93,797:143;4:263,204:313;43:446,243:496;648:437,848:487;21:204,221:254
4118.png	622:37,822:87;592:355,792:405;7:54,207:104;630:146,830:196;49:439,249:489;14:334,214:384
4119.png	620:161,820:211;11:433,211:483;603:464,803:514;41:325,241:375;632:413,832:463;608:236,808:286
4121.png	573:333,773:383;125:449,325:499;368:430,568:480;449:200,649:250
4122.png	642:324,842:374;426:398,626:448;168:486,368:536;454:15,654:65
4123.png	565:349,765:399;508:120,708:170;381:53,581:103;313:248,513:298
4124.png	592:168,792:218;109:486,309:536;636:381,836:431;346:331,546:381
4125.png	305:282,505:332;524:339,724:389;547:46,747:96;583:155,783:205
4126.png	489:468,689:518;642:416,842:466;567:218,767:268;229:483,429:533
4127.png	425:159,625:209;570:49,770:99;534:276,734:326;343:106,543:156
4128.png	331:8,531:58;567:412,767:462;466:331,666:381;462:155,662:205
4129.png	364:172,564:222;591:96,791:146;422:421,622:471;21:475,221:525
4131.png	66:67,266:117;83:483,283:533;299:56,499:106;630:49,830:99;504:454,704:504;403:3,603:53;607:177,807:227
4132.png	621:470,821:520;36:38,236:88;606:202,806:252;80:445,280:495;53:306,253:356;295:440,495:490;619:407,819:457
4133.png	278:89,478:139;373:442,573:492;627:74,827:124;641:451,841:501;76:58,276:108;615:167,815:217;124:465,324:515
4134.png	605:86,805:136;158:53,358:103;366:483,566:533;4:175,204:225;646:271,846:321;151:467,351:517;595:156,795:206
4135.png	496:121,696:171;102:18,302:68;192:121,392:171;640:346,840:396;332:487,532:537;123:70,323:120;51:385,251:435
4136.png	12:457,212:507;599:111,799:161;166:17,366:67;337:102,537:152;649:423,849:473;275:482,475:532;42:232,242:282
4137.png	36:459,236:509;20:231,220:281;451:77,651:127;509:23,709:73;308:7,508:57;617:484,817:534;604:208,804:258
4138.png	476:440,676:490;49:66,249:116;457:10,657:60;58:122,258:172;349:126,549:176;569:78,769:128;597:322,797:372
4139.png	46:449,246:499;621:221,821:271;537:113,737:163;164:42,364:92;50:252,250:302;532:30,732:80;582:484,782:534
4141.png	550:406,750:456;588:142,788:192;601:311,801:361;559:474,759:524;165:391,365:441
4142.png	207:375,407:425;348:442,548:492;644:219,844:269;552:397,752:447;598:134,798:184
4143.png	590:307,790:357;623:225,823:275;213:369,413:419;25:279,225:329;575:453,775:503
4144.png	487:457,687:507;564:98,764:148;10:211,210:261;472:367,672:417;10:352,210:402
4145.png	616:150,816:200;403:443,603:493;612:358,812:408;19:11,219:61;591:299,791:349
4146.png	646:158,846:208;620:1,820:51;273:356,473:406;571:326,771:376;55:366,255:416
4147.png	16:280,216:330;546:241,746:291;648:294,848:344;645:61,845:111;551:158,751:208
4148.png	614:114,814:164;640:388,840:438;30:148,230:198;605:206,805:256;347:443,547:493
4149.png	344:422,544:472;574:140,774:190;366:483,566:533;189:368,389:418;640:215,840:265
4151.png	575:319,775:369;337:82,537:132
4152.png	253:9,453:59;381:98,581:148
4153.png	587:2,787:52;607:358,807:408
4154.png	377:79,577:129;610:331,810:381
4155.png	612:377,812:427;245:75,445:125
4156.png	646:251,846:301;623:13,823:63
4157.png	582:233,782:283;616:485,816:535
4158.png	642:473,842:523;399:89,599:139
4159.png	302:69,502:119;617:311,817:361
4161.png	37:462,237:512;107:265,307:315;627:8,827:58;102:396,302:446;108:1,308:51
4162.png	71:265,271:315;32:33,232:83;241:414,441:464;39:405,239:455;345:479,545:529
4163.png	648:482,848:532;415:378,615:428;353:487,553:537;524:66,724:116;618:2,818:52
4164.png	326:35,526:85;93:447,293:497;184:222,384:272;617:415,817:465;181:300,381:350
4165.png	500:398,700:448;156:353,356:403;542:476,742:526;627:55,827:105;32:440,232:490
4166.png	246:38,446:88;525:6,725:56;136:255,336:305;102:464,302:514;474:423,674:473
4167.png	432:452,632:502;212:8,412:58;95:257,295:307;443:37,643:87;542:113,742:163
4168.png	63:375,263:425;85:27,285:77;619:371,819:421;635:89,835:139;68:224,268:274
4169.png	585:391,785:441;585:84,785:134;17:383,217:433;368:26,568:76;138:331,338:381
4171.png	393:21,593:71;12:290,212:340;641:261,841:311;552:205,752:255;22:198,222:248;610:72,810:122
4172.png	602:20,802:70;580:312,780:362;550:158,750:208;9:440,209:490;327:438,527:488;269:68,469:118
4173.png	576:130,776:180;562:481,762:531;95:252,295:302;403:12,603:62;2:405,202:455;167:481,367:531
4174.png	552:470,752:520;606:14,806:64;590:340,790:390;249:448,449:498;50:97,250:147;563:278,763:328
4175.png	641:301,841:351;76:392,276:442;466:70,666:120;489:7,689:57;147:63,347:113;136:451,336:501
4176.png	101:232,301:282;537:294,737:344;590:59,790:109;564:224,764:274;239:471,439:521;53:105,253:155
4177.png	440:445,640:495;53:265,253:315;543:70,743:120;63:104,263:154;128:40,328:90;626:128,826:178
4178.png	599:110,799:160;598:327,798:377;62:107,262:157;628:54,828:104;28:415,228:465;616:2,816:52
4179.png	112:38,312:88;597:255,797:305;537:29,737:79;110:370,310:420;636:341,836:391;646:98,846:148
4181.png	62:315,262:365;24:468,224:518;173:396,373:446;649:323,849:373
4182.png	222:482,422:532;364:314,564:364;135:327,335:377;429:391,629:441
4183.png	4:475,204:525;544:376,744:426;343:354,543:404;111:414,311:464
4184.png	372:335,572:385;354:470,554:520;225:395,425:445;598:430,798:480
4185.png	542:449,742:499;65:319,265:369;308:341,508:391;603:350,803:400
4186.png	19:480,219:530;279:378,479:428;640:338,840:388;520:421,720:471
4187.png	278:354,478:404;218:488,418:538;475:432,675:482;56:414,256:464
4188.png	257:438,457:488;595:359,795:409;210:381,410:431;647:457,847:507
4189.png	534:358,734:408;10:431,210:481;638:449,838:499;174:345,374:395
4191.png	375:482,575:532;224:37,424:87;615:421,815:471;632:35,832:85;5:0,205:50
4192.png	304:99,504:149;79:62,279:112;346:13,546:63;210:466,410:516;8:419,208:469
4193.png	257:440,457:490;81:80,281:130;565:24,765:74;2:350,202:400;347:14,547:64
4194.png	426:401,626:451;223:468,423:518;311:52,511:102;164:414,364:464;646:11,846:61
4195.png	142:13,342:63;184:408,384:458;401:475,601:525;639:69,839:119;173:473,373:523
4196.png	260:478,460:528;250:11,450:61;264:416,464:466;264:87,464:137;612:406,812:456
4197.png	508:98,708:148;289:0,489:50;8:365,208:415;511:4,711:54;99:458,299:508
4198.png	419:99,619:149;96:426,296:476;113:102,313:152;511:14,711:64;41:37,241:87
4199.png	248:63,448:113;288:407,488:457;461:40,661:90;124:3,324:53;568:436,768:486
4201.png	628:128,828:178;522:393,722:443;151:399,351:449;158:5,358:55;607:342,807:392;488:444,688:494
4202.png	446:400,646:450;284:58,484:108;175:454,375:504;177:388,377:438;3:293,203:343;53:21,253:71
4203.png	423:480,623:530;262:425,462:475;134:82,334:132;49:472,249:522;459:49,659:99;532:107,732:157
4204.png	623:395,823:445;328:482,528:532;399:90,599:140;111:106,311:156;177:376,377:426;619:298,819:348
4205.png	231:439,431:489;159:74,359:124;527:465,727:515;14:196,214:246;470:19,670:69;31:287,231:337
4206.png	529:55,729:105;644:397,844:447;359:417,559:467;30:256,230:306;79:481,279:531;210:102,410:152
4207.png	624:10,824:60;550:483,750:533;644:343,844:393;159:441,359:491;596:211,796:261;415:99,615:149
4208.png	141:443,341:493;19:265,219:315;620:159,820:209;547:80,747:130;85:387,285:437;483:484,683:534
4209.png	80:84,280:134;149:18,349:68;154:432,354:482;292:374,492:424;587:412,787:462;627:100,827:150
4211.png	612:66,812:116;601:121,801:171;71:9,271:59;640:221,840:271;45:349,245:399
4212.png	17:181,217:231;14:16,214:66;604:366,804:416;69:99,269:149;55:273,255:323
4213.png	3:136,203:186;647:27,847:77;600:309,800:359;49:486,249:536;622:362,822:412
4214.png	633:5,833:55;7:383,207:433;16:158,216:208;632:325,832:375;571:243,771:293
4215.png	611:436,811:486;645:353,845:403;598:77,798:127;11:144,211:194;586:280,786:330
4216.png	635:248,835:298;51:391,251:441;19:480,219:530;587:398,787:448;627:187,827:237
4217.png	603:344,803:394;75:268,275:318;631:163,831:213;9:74,209:124;579:284,779:334
4218.png	30:390,230:440;73:322,273:372;31:221,231:271;577:436,777:486;609:332,809:382
4219.png	627:35,827:85;623:442,823:492;79:381,279:431;21:302,221:352;649:144,849:194
4221.png	645:4,845:54;320:479,520:529;534:483,734:533;29:480,229:530
4222.png	377:483,577:533;647:57,847:107;625:486,825:536;70:486,270:536
4223.png	126:484,326:534;566:489,766:539;641:103,841:153;346:478,546:528
4224.png	180:487,380:537;444:480,644:530;648:34,848:84;645:98,845:148
4225.png	647:108,847:158;509:488,709:538;146:477,346:527;645:24,845:74
4226.png	347:489,547:539;643:82,843:132;594:488,794:538;648:20,848:70
4227.png	648:81,848:131;212:483,412:533;641:489,841:539;642:13,842:63
4228.png	589:489,789:539;231:487,431:537;5:484,205:534;641:56,841:106
4229.png	117:482,317:532;442:486,642:536;646:7,846:57;643:113,843:163
4231.png	146:71,346:121;102:398,302:448;577:398,777:448;105:470,305:520;648:211,848:261;453:34,653:84
4232.png	71:161,271:211;561:476,761:526;13:445,213:495;642:49,842:99;278:414,478:464;318:466,518:516
4233.png	27:138,227:188;168:19,368:69;570:69,770:119;620:267,820:317;625:322,825:372;391:461,591:511
4234.png	163:454,363:504;416:410,616:460;572:159,772:209;369:15,569:65;635:273,835:323;19:193,219:243
4235.png	377:409,577:459;502:65,702:115;150:19,350:69;648:346,848:396;205:478,405:528;77:128,277:178
4236.png	220:459,420:509;539:441,739:491;606:150,806:200;331:79,531:129;21:202,221:252;621:271,821:321
4237.png	99:419,299:469;432:457,632:507;49:200,249:250;385:18,585:68;3:472,203:522;216:477,416:527
4238.png	392:62,592:112;21:475,221:525;40:23,240:73;290:474,490:524;609:47,809:97;636:304,836:354
4239.png	81:175,281:225;159:85,359:135;488:54,688:104;263:473,463:523;568:422,768:472;101:266,301:316
4241.png	384:448,584:498;598:70,798:120;87:221,287:271;61:449,261:499;7:309,207:359
4242.png	617:165,817:215;506:484,706:534;39:163,239:213;248:479,448:529;74:263,274:313
4243.png	629:379,829:429;87:186,287:236;87:280,287:330;27:393,227:443;131:453,331:503
4244.png	595:154,795:204;624:102,824:152;640:389,840:439;461:21,661:71;8:344,208:394
4245.png	29:358,229:408;378:442,578:492;642:196,842:246;593:47,793:97;73:208,273:258
4246.png	590:164,790:214;596:409,796:459;101:423,301:473;588:12,788:62;601:466,801:516
4247.png	304:0,504:50;636:446,836:496;555:166,755:216;618:237,818:287;127:487,327:537
4248.png	14:100,214:150;588:479,788:529;21:8,221:58;614:11,814:61;248:487,448:537
4249.png	566:368,766:418;40:367,240:417;621:66,821:116;320:16,520:66;631:249,831:299
4251.png	604:437,804:487
4252.png	602:470,802:520
4253.png	644:456,844:506
4254.png	626:469,826:519
4255.png	627:471,827:521
4256.png	642:398,842:448
4257.png	616:385,816:435
4258.png	621:447,821:497
4259.png	619:312,819:362
4261.png	327:97,527:147;400:23,600:73;73:9,273:59
4262.png	20:66,220:116;194:0,394:50;371:59,571:109
4263.png	346:432,546:482;412:172,612:222;372:353,572:403
4264.png	312:440,512:490;330:359,530:409;321:100,521:150
4265.png	339:409,539:459;466:351,666:401;413:15,613:65
4266.png	312:176,512:226;317:459,517:509;369:71,569:121
4267.png	329:42,529:92;118:114,318:164;422:146,622:196
4268.png	262:143,462:193;437:376,637:426;287:487,487:537
4269.png	426:169,626:219;151:35,351:85;277:413,477:463
4271.png	292:481,492:531;153:62,353:112;367:37,567:87;54:136,254:186;68:257,268:307
4272.png	67:29,267:79;194:315,394:365;287:132,487:182;10:137,210:187;282:21,482:71
4273.png	206:332,406:382;454:38,654:88;104:430,304:480;249:33,449:83;79:125,279:175
4274.png	131:452,331:502;132:294,332:344;114:18,314:68;119:188,319:238;429:55,629:105
4275.png	94:435,294:485;82:332,282:382;498:26,698:76;296:107,496:157;72:87,272:137
4276.png	22:343,222:393;133:51,333:101;42:395,242:445;174:487,374:537;295:197,495:247
4277.png	622:14,822:64;235:143,435:193;72:67,272:117;175:420,375:470;229:198,429:248
4278.png	122:480,322:530;46:101,246:151;62:410,262:460;144:235,344:285;293:363,493:413
4279.png	579:2,779:52;181:28,381:78;219:208,419:258;213:422,413:472;148:368,348:418
4281.png	43:322,243:372;548:202,748:252;585:287,785:337;394:347,594:397
4282.png	579:343,779:393;341:333,541:383;323:173,523:223;467:275,667:325
4283.png	385:317,585:367;5:323,205:373;351:164,551:214;507:228,707:278
4284.png	466:320,666:370;67:242,267:292;14:354,214:404;470:203,670:253
4285.png	477:378,677:428;70:245,270:295;624:136,824:186;490:285,690:335
4286.png	640:224,840:274;415:333,615:383;58:249,258:299;297:166,497:216
4287.png	474:314,674:364;158:235,358:285;38:360,238:410;370:252,570:302
4288.png	399:237,599:287;537:148,737:198;147:382,347:432;385:367,585:417
4289.png	539:202,739:252;634:313,834:363;431:259,631:309;77:312,277:362
4291.png	74:369,274:419;115:212,315:262;590:455,790:505;50:29,250:79;599:320,799:370;9:94,209:144;648:133,848:183
4292.png	88:440,288:490;569:445,769:495;106:366,306:416;553:271,753:321;96:275,296:325;639:134,839:184;643:70,843:120
4293.png	117:212,317:262;115:466,315:516;124:114,324:164;427:473,627:523;629:352,829:402;581:419,781:469;569:10,769:60
4294.png	42:6,242:56;586:158,786:208;127:486,327:536;584:101,784:151;638:311,838:361;636:366,836:416;559:449,759:499
4295.png	541:179,741:229;63:113,263:163;623:37,823:87;9:172,209:222;626:464,826:514;586:123,786:173;121:338,321:388
4296.png	59:488,259:538;542:222,742:272;569:483,769:533;59:193,259:243;70:258,270:308;80:340,280:390;545:62,745:112
4297.png	612:390,812:440;624:464,824:514;49:333,249:383;112:221,312:271;598:104,798:154;328:477,528:527;73:458,273:508
4298.png	638:280,838:330;555:187,755:237;589:43,789:93;67:252,267:302;205:478,405:528;547:361,747:411;85:121,285:171
